Settings::_GetParameterValue, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/reiserfs/Settings.h, //105
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327
_Array_augmented_xor, //headers/cpp/std/valarray_array.h, //327

potential variadic class templates
DatagramSocket, //headers/private/net/ProtocolUtilities.h, //108
BluetoothCommand, //headers/private/bluetooth/CommandManager.h, //27

potential alias class templates
Slab, //src/tests/system/kernel/slab/Slab.h, //385
Strategy, //src/tests/system/kernel/slab/Slab.h, //386
Slab, //src/tests/system/kernel/slab/Slab.h, //203
BaseType, //src/tests/system/kernel/slab/Slab.h, //277
Strategy, //src/tests/system/kernel/slab/Slab.h, //276
Link, //headers/private/kernel/util/DoublyLinkedList.h, //115
List, //headers/private/kernel/util/DoublyLinkedList.h, //114
Link, //headers/private/kernel/util/DoublyLinkedList.h, //90
DLL_Link, //headers/private/kernel/util/DoublyLinkedList.h, //37
Link, //headers/private/kernel/util/DoublyLinkedList.h, //72
Link, //headers/private/kernel/util/DoublyLinkedList.h, //53
ThisClass, //headers/private/shared/AutoLocker.h, //64
Link, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/DLList.h, //90
List, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/DLList.h, //89
MyLink, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/DLList.h, //50
Link, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/DLList.h, //67
GroupInterface, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //200
AddressSet, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //134
Filter, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //133
ThisType, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //131
GroupInterface, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //200
AddressSet, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //134
Filter, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //133
ThisType, //src/add-ons/kernel/network/protocols/ipv4/multicast.h, //131
Element, //headers/private/shared/HashMap.h, //194
Element, //headers/private/shared/HashMap.h, //88
Element, //headers/private/shared/HashMap.h, //44
Entry, //headers/private/shared/HashMap.h, //209
Iterator, //headers/private/shared/HashMap.h, //210
base_type, //headers/libs/agg/agg_conv_dash.h, //34
Affine, //src/libs/icon/transformer/AffineTransformer.h, //23
self_type, //headers/libs/agg/agg_conv_curve.h, //61
_Trivial, //headers/cpp/stl_algobase.h, //186
_Self, //headers/cpp/stl_list.h, //53
const_iterator, //headers/cpp/stl_list.h, //52
iterator, //headers/cpp/stl_list.h, //51
_Base, //headers/cpp/stl_list.h, //248
const_iterator, //headers/cpp/stl_list.h, //267
iterator, //headers/cpp/stl_list.h, //266
_Node, //headers/cpp/stl_list.h, //519
_Alloc_type, //headers/cpp/stl_alloc.h, //978
allocator_type, //headers/cpp/stl_alloc.h, //979
_Alloc_type, //headers/cpp/stl_alloc.h, //988
allocator_type, //headers/cpp/stl_alloc.h, //989
_Alloc_type, //headers/cpp/stl_alloc.h, //1008
allocator_type, //headers/cpp/stl_alloc.h, //1009
_Alloc_type, //headers/cpp/stl_alloc.h, //1020
allocator_type, //headers/cpp/stl_alloc.h, //1021
_Alloc_type, //headers/cpp/stl_alloc.h, //1042
allocator_type, //headers/cpp/stl_alloc.h, //1043
Iterator, //headers/private/kernel/util/VectorMap.h, //89
self_type, //headers/libs/agg/agg_path_storage.h, //612
self_type, //headers/libs/agg/agg_path_storage.h, //44
ThisClass, //headers/private/fs_shell/fssh_auto_locker.h, //64
BaseRenderer, //src/libs/icon/IconRenderer.h, //40
Key, //src/add-ons/kernel/file_systems/ramfs/TwoKeyAVLTree.h, //233
NodeStrategy, //src/add-ons/kernel/file_systems/ramfs/TwoKeyAVLTree.h, //236
TreeMap, //src/add-ons/kernel/file_systems/ramfs/TwoKeyAVLTree.h, //237
Key, //src/add-ons/kernel/file_systems/ramfs/TwoKeyAVLTree.h, //66
Key, //src/add-ons/kernel/file_systems/ramfs/TwoKeyAVLTree.h, //40
Key, //src/add-ons/kernel/file_systems/ramfs/TwoKeyAVLTree.h, //126
const_iterator, //headers/cpp/stl_deque.h, //372
iterator, //headers/cpp/stl_deque.h, //371
const_iterator, //headers/cpp/stl_deque.h, //101
iterator, //headers/cpp/stl_deque.h, //100
_Base, //headers/cpp/stl_deque.h, //481
BaseClass, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/TwoKeyAVLTree.h, //143
GetKey, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/TwoKeyAVLTree.h, //141
Key, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/TwoKeyAVLTree.h, //135
KeyCompare, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/TwoKeyAVLTree.h, //138
Key, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/TwoKeyAVLTree.h, //88
Key, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/TwoKeyAVLTree.h, //62
Iterator, //src/tests/system/kernel/util/OrderedMapTest.h, //186
Class, //src/tests/system/kernel/util/OrderedMapTest.h, //309
Iterator, //src/tests/system/kernel/util/OrderedMapTest.h, //318
TestClass, //src/tests/system/kernel/util/OrderedMapTest.h, //610
self_type, //headers/libs/agg/agg_basics.h, //260
base_type, //headers/libs/agg/agg_renderer_markers.h, //61
Element, //src/add-ons/kernel/file_systems/ramfs/NodeChildTable.h, //16
Element, //src/add-ons/kernel/file_systems/ramfs/NodeChildTable.h, //77
_Is_POD, //headers/cpp/stl_uninitialized.h, //70
BareRefT, //headers/private/shared/TypeOperation.h, //51
BareT, //headers/private/shared/TypeOperation.h, //47
Link, //headers/private/kernel/util/DoublyLinkedQueue.h, //31
Queue, //headers/private/kernel/util/DoublyLinkedQueue.h, //30
Element, //headers/private/userlandfs/shared/HashSet.h, //141
Element, //headers/private/userlandfs/shared/HashSet.h, //60
Element, //headers/private/userlandfs/shared/HashSet.h, //18
ValueType, //headers/private/userlandfs/shared/HashSet.h, //41
Iterator, //headers/private/userlandfs/shared/HashSet.h, //153
self_type, //headers/libs/agg/agg_array.h, //110
self_type, //headers/libs/agg/agg_array.h, //51
self_type, //headers/libs/agg/agg_array.h, //82
_Trivial_destructor, //headers/cpp/stl_construct.h, //72
base_type, //headers/libs/agg/agg_renderer_outline_aa.h, //582
base_type, //headers/libs/agg/agg_renderer_outline_aa.h, //676
base_type, //headers/libs/agg/agg_renderer_outline_aa.h, //887
base_type, //headers/libs/agg/agg_renderer_outline_aa.h, //1036
Iterator, //src/tests/system/kernel/util/VectorSetTest.cpp, //74
Class, //src/tests/system/kernel/util/VectorSetTest.cpp, //189
Iterator, //src/tests/system/kernel/util/VectorSetTest.cpp, //196
BoolCompare, //src/tests/system/kernel/util/VectorSetTest.cpp, //504
MySet, //src/tests/system/kernel/util/VectorSetTest.cpp, //505
TestClass, //src/tests/system/kernel/util/VectorSetTest.cpp, //507
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/NodeChildTable.h, //16
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/src/test/ramfs/NodeChildTable.h, //77
HashTable, //src/system/kernel/slab/HashedObjectCache.h, //94
ElementVector, //headers/private/kernel/util/VectorSet.h, //62
base_type, //headers/libs/agg/agg_conv_stroke.h, //35
GroupInterface, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //210
Link, //headers/private/fs_shell/SinglyLinkedList.h, //97
List, //headers/private/fs_shell/SinglyLinkedList.h, //96
SLL_Link, //headers/private/fs_shell/SinglyLinkedList.h, //33
Link, //headers/private/fs_shell/SinglyLinkedList.h, //71
Link, //headers/private/fs_shell/SinglyLinkedList.h, //52
base_type, //headers/libs/agg/agg_conv_smooth_poly1.h, //36
_Node, //headers/cpp/stl_slist.h, //132
_Self, //headers/cpp/stl_slist.h, //127
const_iterator, //headers/cpp/stl_slist.h, //126
iterator, //headers/cpp/stl_slist.h, //125
_Node, //headers/cpp/stl_slist.h, //748
_Base, //headers/cpp/stl_slist.h, //303
_Node, //headers/cpp/stl_slist.h, //320
const_iterator, //headers/cpp/stl_slist.h, //314
iterator, //headers/cpp/stl_slist.h, //313
Element, //headers/private/userlandfs/shared/HashMap.h, //158
Element, //headers/private/userlandfs/shared/HashMap.h, //75
Element, //headers/private/userlandfs/shared/HashMap.h, //20
ValueType, //headers/private/userlandfs/shared/HashMap.h, //47
Entry, //headers/private/userlandfs/shared/HashMap.h, //170
Iterator, //headers/private/userlandfs/shared/HashMap.h, //171
Link, //headers/private/kernel/util/MinMaxHeap.h, //29
Link, //headers/private/kernel/util/MinMaxHeap.h, //51
Link, //headers/private/kernel/util/MinMaxHeap.h, //41
RangeType, //headers/private/shared/RangeArray.h, //39
HashTable, //headers/private/kernel/util/OpenHashTable.h, //87
_Self, //headers/cpp/stl_iterator.h, //478
_Self, //headers/cpp/stl_iterator.h, //587
difference_type, //headers/cpp/stl_iterator.h, //580
iterator_category, //headers/cpp/stl_iterator.h, //576
pointer, //headers/cpp/stl_iterator.h, //582
reference, //headers/cpp/stl_iterator.h, //584
value_type, //headers/cpp/stl_iterator.h, //578
ScaledPath, //src/libs/icon/IconRenderer.cpp, //319
_Rb_tree_node, //headers/cpp/stl_tree.h, //527
allocator_type, //headers/cpp/stl_tree.h, //442
allocator_type, //headers/cpp/stl_tree.h, //463
_Base, //headers/cpp/stl_tree.h, //487
_Link_type, //headers/cpp/stl_tree.h, //161
_Self, //headers/cpp/stl_tree.h, //160
const_iterator, //headers/cpp/stl_tree.h, //158
iterator, //headers/cpp/stl_tree.h, //156
_Link_type, //headers/cpp/stl_tree.h, //97
_Base, //headers/cpp/stl_tree.h, //1313
base_type, //headers/libs/agg/agg_conv_clip_polygon.h, //40
_Hashtable, //headers/cpp/stl_hashtable.h, //111
_Node, //headers/cpp/stl_hashtable.h, //118
const_iterator, //headers/cpp/stl_hashtable.h, //117
iterator, //headers/cpp/stl_hashtable.h, //114
_Hashtable, //headers/cpp/stl_hashtable.h, //72
_Node, //headers/cpp/stl_hashtable.h, //79
const_iterator, //headers/cpp/stl_hashtable.h, //78
iterator, //headers/cpp/stl_hashtable.h, //75
_Node, //headers/cpp/stl_hashtable.h, //205
const_iterator, //headers/cpp/stl_hashtable.h, //239
iterator, //headers/cpp/stl_hashtable.h, //236
_Node, //headers/cpp/stl_hashtable.h, //670
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashSet.h, //161
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashSet.h, //72
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashSet.h, //39
Iterator, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashSet.h, //176
base_type, //headers/libs/agg/agg_vertex_sequence.h, //70
ConstEntry, //headers/private/kernel/util/VectorMap.h, //87
Entry, //headers/private/kernel/util/VectorMap.h, //85
Class, //headers/private/kernel/util/VectorMap.h, //146
Iterator, //headers/private/kernel/util/VectorMap.h, //182
base_type, //headers/libs/agg/agg_conv_contour.h, //33
base_type, //headers/libs/agg/agg_conv_clip_polyline.h, //40
base_type, //headers/libs/agg/agg_renderer_outline_image.h, //212
self_type, //headers/libs/agg/agg_renderer_outline_image.h, //813
Stroke, //src/libs/icon/transformer/StrokeTransformer.h, //21
Contour, //src/libs/icon/transformer/ContourTransformer.h, //21
Link, //headers/private/kernel/util/SinglyLinkedList.h, //94
List, //headers/private/kernel/util/SinglyLinkedList.h, //93
SLL_Link, //headers/private/kernel/util/SinglyLinkedList.h, //30
Link, //headers/private/kernel/util/SinglyLinkedList.h, //68
Link, //headers/private/kernel/util/SinglyLinkedList.h, //49
Link, //headers/private/kernel/util/SplayTree.h, //357
Tree, //headers/private/kernel/util/SplayTree.h, //358
Link, //headers/private/kernel/util/SplayTree.h, //50
Iterator, //src/tests/system/kernel/util/VectorTest.cpp, //78
Iterator, //src/tests/system/kernel/util/VectorTest.cpp, //198
MyConstIterator, //src/tests/system/kernel/util/VectorTest.cpp, //195
MyIterator, //src/tests/system/kernel/util/VectorTest.cpp, //193
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashMap.h, //178
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashMap.h, //85
Element, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashMap.h, //41
Entry, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashMap.h, //193
Iterator, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/HashMap.h, //194
QueryImpl, //src/add-ons/kernel/file_systems/packagefs/indices/Query.h, //43
Link, //src/system/kernel/scheduler/RunQueue.h, //47
Link, //src/system/kernel/scheduler/RunQueue.h, //38
vertex_integer_type, //headers/libs/agg/agg_path_storage_integer.h, //70
vertex_integer_type, //headers/libs/agg/agg_path_storage_integer.h, //203
Iterator, //headers/private/userlandfs/shared/Vector.h, //50
Iterator, //headers/private/userlandfs/shared/Vector.h, //120
ThisClass, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/AutoLocker.h, //85
Iterator, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/Vector.h, //50
Iterator, //src/tests/add-ons/kernel/file_systems/userlandfs/r5/headers/shared/Vector.h, //120
allocator_type, //headers/cpp/stl_rope.h, //592
allocator_type, //headers/cpp/stl_rope.h, //629
allocator_type, //headers/cpp/stl_rope.h, //563
allocator_type, //headers/cpp/stl_rope.h, //386
allocator_type, //headers/cpp/stl_rope.h, //694
_RopeRep, //headers/cpp/stl_rope.h, //1239
_My_rope, //headers/cpp/stl_rope.h, //762
_RopeRep, //headers/cpp/stl_rope.h, //761
_Self_destruct_ptr, //headers/cpp/stl_rope.h, //759
pointer, //headers/cpp/stl_rope.h, //1051
reference, //headers/cpp/stl_rope.h, //1050
_RopeRep, //headers/cpp/stl_rope.h, //863
_Base, //headers/cpp/stl_rope.h, //1284
_RopeConcatenation, //headers/cpp/stl_rope.h, //1333
_RopeFunction, //headers/cpp/stl_rope.h, //1335
_RopeLeaf, //headers/cpp/stl_rope.h, //1334
_RopeRep, //headers/cpp/stl_rope.h, //1332
_RopeSubstring, //headers/cpp/stl_rope.h, //1336
_Self_destruct_ptr, //headers/cpp/stl_rope.h, //1376
const_iterator, //headers/cpp/stl_rope.h, //1271
iterator, //headers/cpp/stl_rope.h, //1270
pointer, //headers/cpp/stl_rope.h, //1273
reference, //headers/cpp/stl_rope.h, //1272
Perspective, //src/libs/icon/transformer/PerspectiveTransformer.h, //23
base_type, //headers/libs/agg/agg_conv_segmentator.h, //30
base_type, //headers/libs/agg/agg_conv_shorten_path.h, //31
_Base, //headers/cpp/std/valarray_meta.h, //418
_Base, //headers/cpp/std/valarray_meta.h, //427
_Base, //headers/cpp/std/valarray_meta.h, //438
_Base, //headers/cpp/std/valarray_meta.h, //449
_Base, //headers/cpp/std/valarray_meta.h, //460
_Base, //headers/cpp/std/valarray_meta.h, //470
_Base, //headers/cpp/std/valarray_meta.h, //479
_Base, //headers/cpp/std/valarray_meta.h, //489
_Base, //headers/cpp/std/valarray_meta.h, //151
_Base, //headers/cpp/std/valarray_meta.h, //200
_Base, //headers/cpp/std/valarray_meta.h, //211
_Base, //headers/cpp/std/valarray_meta.h, //581
_Base, //headers/cpp/std/valarray_meta.h, //617
_Base, //headers/cpp/std/valarray_meta.h, //282
_Base, //headers/cpp/std/valarray_meta.h, //533
_Base, //headers/cpp/std/valarray_meta.h, //326
_Arg, //headers/cpp/std/valarray_meta.h, //334
_Base, //headers/cpp/std/valarray_meta.h, //335
_Base, //headers/cpp/std/valarray_meta.h, //71
_Base, //headers/cpp/std/valarray_meta.h, //262
Iterator, //headers/private/kernel/util/Vector.h, //51
Iterator, //headers/private/kernel/util/Vector.h, //124
Link, //headers/private/kernel/util/Heap.h, //28
Link, //headers/private/kernel/util/Heap.h, //50
Link, //headers/private/kernel/util/Heap.h, //40
base_type, //headers/libs/agg/agg_conv_bspline.h, //30
Link, //src/add-ons/kernel/file_systems/netfs/headers/shared/SLList.h, //64
List, //src/add-ons/kernel/file_systems/netfs/headers/shared/SLList.h, //63
Link, //src/add-ons/kernel/file_systems/netfs/headers/shared/SLList.h, //24
Link, //src/add-ons/kernel/file_systems/netfs/headers/shared/SLList.h, //41
SelfType, //src/apps/haikudepot/List.h, //18
base_type, //headers/libs/agg/agg_conv_marker_adaptor.h, //32
AddressSet, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //137
Filter, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //136
ThisType, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //134
GroupInterface, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //210
AddressSet, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //137
Filter, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //136
ThisType, //src/add-ons/kernel/network/protocols/ipv6/multicast.h, //134
Link, //headers/private/fs_shell/DoublyLinkedList.h, //114
List, //headers/private/fs_shell/DoublyLinkedList.h, //113
Link, //headers/private/fs_shell/DoublyLinkedList.h, //89
DLL_Link, //headers/private/fs_shell/DoublyLinkedList.h, //33
Link, //headers/private/fs_shell/DoublyLinkedList.h, //71
Link, //headers/private/fs_shell/DoublyLinkedList.h, //52
self_type, //headers/libs/agg/agg_font_cache_manager.h, //262
HashTable, //headers/private/kernel/util/MultiHashTable.h, //27
MultiTable, //headers/private/kernel/util/MultiHashTable.h, //28
Element, //headers/private/shared/HashSet.h, //167
Element, //headers/private/shared/HashSet.h, //76
Element, //headers/private/shared/HashSet.h, //43
Iterator, //headers/private/shared/HashSet.h, //182
HashTable, //src/tools/fs_shell/KOpenHashTable.h, //88
self_type, //headers/libs/agg/agg_rasterizer_cells_aa.h, //63
Key, //src/add-ons/kernel/file_systems/packagefs/util/TwoKeyAVLTree.h, //255
NodeStrategy, //src/add-ons/kernel/file_systems/packagefs/util/TwoKeyAVLTree.h, //258
TreeMap, //src/add-ons/kernel/file_systems/packagefs/util/TwoKeyAVLTree.h, //259
Key, //src/add-ons/kernel/file_systems/packagefs/util/TwoKeyAVLTree.h, //80
Key, //src/add-ons/kernel/file_systems/packagefs/util/TwoKeyAVLTree.h, //48
Key, //src/add-ons/kernel/file_systems/packagefs/util/TwoKeyAVLTree.h, //145
ThisBuilder, //headers/os/interface/LayoutBuilder.h, //125
ThisBuilder, //headers/os/interface/LayoutBuilder.h, //52
ItemBuilder, //headers/os/interface/LayoutBuilder.h, //288
ThisBuilder, //headers/os/interface/LayoutBuilder.h, //287
ThisBuilder, //headers/os/interface/LayoutBuilder.h, //317
ThisBuilder, //headers/os/interface/LayoutBuilder.h, //225
